"ID","NAME","EXPDATE","CANCELLED","TRIGGERDATE","INITOREXT","TRIGGERORG","STARTDATE","TRIGGERGROUPSIZE","COMMENTS","TRIGGERTYPE"
3502,"34nm SE New York NY",2022-01-24 00:00:01,"extended",2022-01-08 19:54:10,"i","82",2022-01-09 09:02:30,3,"","a"
3501,"20nm SE Atlantic City NJ",2022-01-24 00:00:01,"extended",2022-01-08 05:31:01,"e","82",2022-01-08 14:19:27,21,"","a"
3500,"21nm E Ocean City MD",2022-01-16 00:00:01,"extended",2021-12-31 03:04:58,"e","82",2021-12-31 12:40:18,9,"","a"
3499,"20nm SE Atlantic City NJ",2022-01-14 00:00:01,"extended",2021-12-29 04:16:01,"e","82",2021-12-29 17:20:18,9,"","a"
3498,"SEDMA2-Outer Banks, NC ",2022-01-12 00:00:01,"",2021-12-27 16:11:00,"i","45",2021-12-27 16:11:00,3,"v2","v"
3497,"105nm SE Virginia Beach VA",2022-01-09 00:00:01,"cancelled",2021-12-24 11:45:10,"i","82",2021-12-24 14:19:35,3,"Cancelled ASZ on Dec 30 since in SEUS and giving priority to visual DMA in same area.","a"
3496,"46nm SE New York NY",2022-01-06 00:00:01,"",2021-12-21 13:09:10,"e","82",2021-12-21 15:13:05,3,"","a"
3495,"21nm E Ocean City MD",2022-01-05 00:00:01,"extended",2021-12-20 23:04:58,"e","82",2021-12-21 10:43:56,6,"","a"
3494,"20nm SE Atlantic City NJ",2022-01-05 00:00:01,"extended",2021-12-20 02:01:01,"e","82",2021-12-20 12:26:16,18,"","a"
3493,"21nm E Ocean City MD",2021-12-27 00:00:01,"extended",2021-12-11 03:34:58,"i","82",2021-12-14 16:43:24,3,"","a"
3492,"20nm SE Atlantic City NJ",2021-12-27 00:00:01,"extended",2021-12-11 00:01:01,"e","82",2021-12-13 09:03:34,3,"","a"
3491,"46nm SE New York NY",2021-12-27 00:00:01,"extended",2021-12-11 19:09:59,"e","82",2021-12-13 09:03:34,9,"","a"
3490,"20nm SE Atlantic City NJ",2021-12-18 00:00:01,"extended",2021-12-02 01:16:01,"e","82",2021-12-02 13:30:46,3,"","a"
3489,"46nm SE New York NY",2021-12-15 00:00:01,"extended",2021-11-30 00:00:00,"e","82",2021-12-01 13:39:00,3,"","a"
3488,"20nm SE Atlantic City NJ",2021-12-09 00:00:01,"extended",2021-11-24 00:00:00,"i","82",2021-11-29 15:48:00,3,"","a"
3487,"46nm SE New York NY",2021-12-06 00:00:01,"extended",2021-11-20 23:09:00,"i","82",2021-11-23 07:51:23,3,"","a"
3486,"20nm S Nantucket MA",2021-12-03 00:00:01,"",2021-11-17 13:21:09,"e","1",2021-11-17 18:34:07,15,"","v"
3485,"21nm E Ocean City MD",2021-11-27 00:00:01,"",2021-11-11 05:34:58,"i","82",2021-11-15 07:39:39,3,"","a"
3484,"20nm S Nantucket MA",2021-11-22 00:00:01,"extended",2021-11-06 14:07:42,"e","2",2021-11-07 11:37:34,15,"","v"
3483,"80nm E Portland ME",2021-11-20 00:00:01,"",2021-11-04 14:26:23,"i","82",2021-11-05 08:20:25,3,"","a"
3482,"20nm S Nantucket MA",2021-11-09 00:00:01,"extended",2021-10-24 12:57:06,"e","1",2021-10-24 19:12:44,17,"","v"
3481,"20nm S Nantucket MA",2021-10-31 00:00:01,"extended",2021-10-15 16:38:00,"e","1",2021-10-15 18:18:58,16,"","v"
3480,"20nm S Nantucket MA",2021-10-23 00:00:01,"extended",2021-10-07 09:11:00,"e","1",2021-10-08 09:21:26,13,"","v"
3479,"SEDMA1-Nags Head, NC ",2021-10-23 00:00:01,"",2021-10-07 00:00:00,"i","0",2021-10-07 13:40:00,3,"Source: New England Aquarium","v"
3478,"64nm S Atlantic City NJ",2021-10-15 00:00:01,"",2021-09-29 14:34:58,"i","82",2021-09-30 16:44:01,3,"","a"
3477,"20nm S Nantucket MA",2021-10-15 00:00:01,"extended",2021-09-29 12:30:00,"i","1",2021-09-29 15:05:51,8,"","v"
3476,"14nm S Nantucket MA",2021-09-27 00:00:01,"",2021-09-11 10:28:29,"i","2",2021-09-11 18:29:55,8,"","v"
3475,"15nm S Nantucket MA",2021-09-10 00:00:01,"",2021-08-25 12:51:35,"e","4",2021-08-25 21:27:54,5,"","v"
3474,"47nm SE Nantucket MA",2021-09-01 00:00:01,"",2021-08-16 13:27:44,"e","2",2021-08-17 17:06:14,3,"","v"
3473,"15nm S Nantucket MA",2021-09-01 00:00:01,"extended",2021-08-16 10:34:00,"i","2",2021-08-17 17:06:14,6,"","v"
3470,"47nm SE Nantucket MA",2021-08-17 00:00:01,"extended",2021-08-01 16:28:00,"i","1",2021-08-02 09:34:21,3,"","v"
3469,"23nm SW Martha's Vineyard MA",2021-07-18 00:00:01,"",2021-07-02 20:20:16,"i","82",2021-07-03 17:20:41,3,"","a"
3468,"3nm E Cape Cod MA",2021-05-19 00:00:01,"",2021-05-03 12:00:00,"i","2",2021-05-04 11:15:00,3,"This DMA was not calculated/declared with the App. Code was adjusted to correct for an error that did not initially create this one.","v"
3467,"28nm N Cape Cod MA",2021-05-18 00:00:01,"",2021-05-02 12:25:11,"i","82",2021-05-03 10:55:36,3,"","a"
3466,"21nm E Boston MA",2021-05-14 00:00:01,"",2021-04-28 12:07:09,"e","2",2021-04-30 11:29:30,46,"","v"
3465,"21nm E Boston MA",2021-05-03 00:00:01,"extended",2021-04-17 18:10:03,"e","0",2021-04-18 11:59:16,3,"","v"
3462,"9nm SE Chatham MA",2021-04-25 00:00:01,"",2021-04-09 15:22:26,"i","2",2021-04-09 21:47:26,5,"","v"
3461,"38nm S Nantucket MA",2021-04-25 00:00:01,"",2021-04-09 12:23:16,"e","1",2021-04-09 20:48:41,65,"","v"
3460,"15nm S Nantucket MA",2021-04-25 00:00:01,"",2021-04-09 12:23:16,"e","1",2021-04-09 20:48:41,65,"","v"
3459,"21nm E Boston MA",2021-04-24 00:00:01,"extended",2021-04-08 11:16:07,"i","1",2021-04-08 21:30:09,17,"","v"
3458,"67nm S Martha's Vineyard MA",2021-04-23 00:00:01,"extended",2021-04-07 10:37:26,"i","1",2021-04-07 18:13:23,8,"","v"
3457,"38nm S Nantucket MA",2021-04-15 00:00:01,"extended",2021-03-30 12:44:06,"i","1",2021-03-31 14:42:04,9,"","v"
3456,"15nm S Nantucket MA",2021-04-15 00:00:01,"extended",2021-03-30 11:15:38,"e","1",2021-03-31 14:42:03,46,"","v"
3455,"23nm S Martha's Vineyard MA",2021-04-15 00:00:01,"",2021-03-30 11:15:38,"e","1",2021-03-31 14:42:03,14,"","v"
3453,"23nm E Boston MA",2021-04-11 00:00:01,"",2021-03-26 09:25:11,"i","82",2021-03-29 08:52:52,3,"","a"
3452,"15nm S Nantucket MA",2021-04-01 00:00:01,"extended",2021-03-16 00:00:00,"e","4",2021-03-17 08:58:42,33,"","v"
3451,"23nm S Martha's Vineyard MA",2021-04-01 00:00:01,"extended",2021-03-16 00:00:00,"e","4",2021-03-17 08:58:42,33,"","v"
3450,"15nm S Nantucket MA",2021-03-23 00:00:01,"extended",2021-03-07 15:16:50,"e","4",2021-03-08 11:33:19,5,"","v"
3449,"23nm S Martha's Vineyard MA",2021-03-23 00:00:01,"extended",2021-03-07 14:11:29,"i","4",2021-03-08 11:33:19,5,"","v"
3448,"34nm E Virginia Beach VA",2021-03-19 00:00:01,"",2021-03-03 17:55:00,"i","22",2021-03-04 11:40:01,3,"","v"
3447,"20nm SE Atlantic City NJ",2021-03-15 00:00:01,"",2021-02-27 00:25:39,"e","82",2021-03-01 08:49:28,18,"","a"
3446,"30nm E Boston MA",2021-03-15 00:00:01,"",2021-02-27 22:35:50,"e","82",2021-03-01 08:49:28,6,"","a"
3445,"15nm S Nantucket MA",2021-03-14 00:00:01,"extended",2021-02-26 13:25:06,"e","4",2021-02-26 20:07:26,12,"","v"
3444,"46nm SE Atlantic City NJ",2021-03-09 00:00:01,"",2021-02-21 23:25:39,"i","82",2021-02-22 09:52:26,3,"","a"
3443,"20nm SE Atlantic City NJ",2021-03-06 00:00:01,"extended",2021-02-18 00:10:39,"e","82",2021-02-18 08:03:07,12,"","a"
3442,"30nm E Boston MA",2021-03-05 00:00:01,"extended",2021-02-17 13:35:50,"i","82",2021-02-18 07:59:27,3,"","a"
3441,"15nm S Nantucket MA",2021-02-27 00:00:01,"extended",2021-02-11 14:09:17,"e","1",2021-02-12 09:14:23,3,"","v"
3440,"20nm SE Atlantic City NJ",2021-02-25 00:00:01,"extended",2021-02-09 03:01:53,"i","82",2021-02-09 09:07:41,3,"","a"
3439,"15nm S Nantucket MA",2021-02-16 00:00:01,"extended",2021-01-31 12:44:20,"i","4",2021-01-31 19:58:54,5,"","v"
3438,"35nm E Boston MA",2021-02-10 00:00:01,"",2021-01-25 06:05:50,"i","82",2021-01-26 17:24:00,3,"","a"
3437,"Outer Banks, NC",2021-01-26 00:00:01,"",2021-01-11 00:00:01,"e","45",2021-01-11 00:00:01,8,"Entered into database on 22-Jan-2021, SE DMA extension criteria","v"
3436,"20nm SE Atlantic City NJ",2021-02-04 00:00:01,"",2021-01-19 15:07:08,"e","82",2021-01-20 09:34:24,3,"","a"
3435,"15nm SE Nantucket MA",2021-01-31 00:00:01,"",2021-01-15 11:21:32,"i","1",2021-01-16 14:42:04,15,"","v"
3434,"34nm SE New York NY",2021-01-31 00:00:01,"",2021-01-15 21:10:23,"i","82",2021-01-16 13:35:37,3,"","a"
